year,month,unemployment_rate,ci_lower,ci_upper,weighted_numerator,weighted_denominator,effective_n,unweighted_n
2016,3,5.9876086000959265,5.736073591709878,6.249442507102049,4576911.609857,76439726.033256,32829.14299903868,44652
2016,4,5.902002455203126,5.652187038239982,6.162138073123602,4519459.364143,76575016.67351401,32825.10098983209,44713
2016,5,5.604688321134263,5.36239431648443,5.857252545008433,4306659.810437,76840308.75004,33207.28245605596,45025
2016,6,5.424491341126972,5.188731807114936,5.670322385115215,4184696.400589,77144494.06273,33999.99338403072,45538
2016,7,5.318943172283656,5.083888828765588,5.564228190820861,4124545.419291,77544453.582123,33550.23772905023,45631
2016,8,5.1929567228990035,4.960739161100905,5.435422949547695,4040456.481946,77806473.220335,33585.78492379136,45576
2016,9,5.198392386095207,4.966538832017742,5.440449959354135,4024126.818892,77410986.320614,33728.657018318394,45351
2016,10,5.3357604136164,5.096478648896782,5.585615348033462,4106275.518495,76957644.275334,32451.106686047424,44651
2016,11,5.348601671966371,5.1108961436326545,5.596710704006816,4119282.5656859996,77016065.475139,32970.9164302196,44703
2016,12,5.321656150478437,5.084123577109207,5.5696351484488344,4106031.663931,77157026.831992,32855.25141312354,44800
2017,1,5.63134644349445,5.392083027962799,5.880566802836732,4307371.449453,76489192.996269,34231.634568475034,46472
2017,2,5.572183383040358,5.3315366662060315,5.823023927687466,4235348.226865,76008773.145475,33480.66135246429,45378
2017,3,5.405242596188653,5.169490714954873,5.651105126980893,4129388.740325,76395992.72078401,33882.987116356984,45917
2017,4,5.327913261546844,5.09368290610378,5.572282177061123,4063831.967003,76274364.230606,33848.299364899685,45356
2017,5,5.185454919827178,4.955502005395598,5.425469350473563,3962548.920633,76416611.115097,34216.29511271208,45906
2017,6,5.057106103855672,4.830513207604654,5.2937369288081015,3870523.213514,76536325.99408999,34394.94365320829,46240
2017,7,5.106057939324765,4.879318977790191,5.3427415113830286,3920947.1247619996,76790102.489133,34679.916002348815,46509
2017,8,4.930094310168745,4.707405396976198,5.162747025052819,3807932.3391919998,77238529.318553,34748.794557066336,46762
2017,9,4.964513413994756,4.74093096626255,5.198064646840961,3830584.478628,77159313.696882,34704.89490407376,46404
2017,10,5.02583004961439,4.7983417011442295,5.263507281322174,3868915.127978,76980619.913219,33908.88829380483,46097
2017,11,5.075911642911067,4.8470084085491845,5.315021159428834,3895721.845781,76749205.26289499,33813.376769168,45866
2017,12,5.055089810018836,4.828109585900825,5.292147516520738,3885893.123313,76870901.79113,34261.46710090742,45869
2018,1,5.153242508661461,4.923366057689865,5.393243260935204,3930685.474813,76275965.437419,34028.52620848406,45792
2018,2,5.006682804466946,4.777531842721422,5.246219285760254,3815374.113045,76205628.797593,33280.95944456052,45355
2018,3,5.006341086231462,4.778342212582863,5.244619746684423,3830529.826298,76513560.708694,33623.56564581409,45736
2018,4,4.876620755785513,4.650417596568608,5.113236728332323,3727201.694716,76430009.249625,33289.678308677954,45323
2018,5,4.725908970489527,4.504973996508711,4.957116686021847,3619778.2116900003,76594327.869905,33856.361382317045,45856
2018,6,4.651879886971984,4.432946639965034,4.881073500785445,3558542.207585,76496863.505677,33952.631890562974,46045
2018,7,4.719952519950268,4.499628974512987,4.950504940402922,3620076.437537,76697306.217291,34006.044776420495,45891
2018,8,4.556048852553095,4.340488551239578,4.78177932523757,3522590.599176,77316787.268469,34326.17336887292,46367
2018,9,4.477871759677135,4.262289856445614,4.7038218226613155,3448944.9945839997,77021968.910353,33728.54408254585,45530
2018,10,4.733945090913463,4.509941466529044,4.968495815414435,3623465.905553,76542203.932784,32969.712216961816,45224
2018,11,4.778011786879445,4.55443918757485,5.011983018526791,3664989.374712,76705323.012726,33407.938049225966,45414
2018,12,4.837740249169615,4.611355213977707,5.074647937060185,3713241.45567,76755701.307183,32970.5360200337,45271
2019,1,4.895318912298899,4.664900842358563,5.136505045493966,3688806.4198580002,75353750.918869,32177.948510295584,43640
2019,2,4.860132341551584,4.627892131140856,5.103403362703069,3676096.363059,75637783.186073,31435.904332639235,43523
2019,3,4.685183744280033,4.459282762470105,4.921939003835871,3536881.295817,75490770.24215,32071.07032961766,43593
2019,4,4.737700295679492,4.509213213952222,4.977161631668325,3573690.424315,75430909.540099,31683.643868187777,43376
2019,5,4.5427278491599745,4.318958676766951,4.7775118139255,3426809.81237,75435067.346235,31703.018400741017,43558
2019,6,4.434277855125958,4.216558141312532,4.662692161950003,3359970.981233,75772675.754834,32730.241096903927,44050
2019,7,4.466676541040028,4.2446525855913455,4.699743854764945,3398278.871762,76080702.073196,31673.911388040622,43646
2019,8,4.289271802409373,4.0726973327774125,4.516820807555188,3269444.251364,76223760.161981,31996.76208623038,44097
2019,9,4.457529662147652,4.236519251132808,4.689505124067673,3390372.185633,76059441.946585,31906.54836216011,43694
2019,10,4.591400863867428,4.364772680745678,4.8292018714727885,3490937.529633,76032078.94795999,31221.076455672184,43273
2019,11,4.620123974555966,4.392785597541608,4.858629819110259,3542218.165931,76669331.50363,31216.294067262836,43319
2019,12,4.584678894857945,4.358696174148233,4.82178732123131,3501703.9197649998,76378389.85173899,31357.95996362427,43173
2020,1,4.639245752979204,4.4120072789845075,4.877590830197653,3497508.136709,75389585.35367501,31374.15341595722,43338
2020,2,4.599278996860537,4.373255748134537,4.83639301501426,3453585.054202,75089705.507307,31446.636580590635,42925
2020,3,4.64714748236359,4.419460597551233,4.885964967650231,3504351.2444200004,75408651.387101,31301.049189269066,43181
2020,4,5.7447600947823,5.498100836523051,6.001782351873644,4310957.957483,75041566.337965,32806.09791303328,45026
2020,5,6.056028430284937,5.8011634484517804,6.321339107959266,4546994.249406001,75082115.312858,32317.40544891728,44626
2020,6,6.17370407066387,5.915158168497544,6.442776906776783,4643303.350925,75210980.276638,31982.09327398876,43762
2020,7,6.311589750118977,6.049244179226236,6.584515419896698,4765222.619135,75499562.040533,31721.236112012008,43733
2020,8,6.378768475101112,6.115311249679822,6.652771567964513,4839492.295563,75868756.084399,31775.27306745371,43703
2020,9,6.354480952828211,6.0919031589131585,6.627577815179395,4816423.665394,75795705.44232,31873.974556068682,43451
2020,10,6.261083829170524,5.997828503578902,6.535090604625496,4730976.173717,75561616.850988,31251.709646853724,43250
2020,11,6.118322509085342,5.858214939322141,6.389195181979264,4643509.931952,75895148.13997899,31313.95550370697,43246
2020,12,5.88032826262854,5.624896170982461,6.1466043131020145,4454437.023601,75751502.716446,31254.835350883295,43516
2021,1,5.767823399608636,5.517375741230366,6.028914093140782,4363291.10342,75648833.210047,31926.163939718997,43744
2021,2,5.689730235081041,5.436609991008449,5.9538933710040265,4305069.241098,75663855.10782799,30824.32908596114,43339
2021,3,5.408798634882771,5.165162358490048,5.663240752161776,4090374.833729,75624461.36095901,31700.357337382713,43535
2021,4,5.196976670697841,4.957953327074341,5.44686294692042,3938332.8502640002,75781230.123074,31683.544537978003,43822
2021,5,4.9030922403025565,4.670150998474759,5.147024977362492,3723499.560406,75941862.357789,31518.332811513752,43869
2021,6,4.768496672996075,4.542293261422081,5.005374200254743,3623078.469828,75979469.38592699,32552.477502238326,44206
2021,7,4.564792362541064,4.340883422321519,4.7996713490738685,3472714.560659,76076068.413457,31816.89551254907,44229
2021,8,4.440417340302651,4.219852044885933,4.671948909751039,3386219.578765,76259038.717613,31914.978036261,43982
2021,9,4.341891902642711,4.124346373541166,4.570365233004412,3309168.517961,76214898.762147,32096.621921001883,44009
2021,10,4.345609983423449,4.1242179214025825,4.57831907044396,3308065.711763,76124312.222721,30990.074210378796,43580
2021,11,4.3010108744612845,4.08289198760023,4.530231893935617,3270122.346149,76031482.867585,31620.854622211755,43517
2021,12,4.281794082717949,4.063351760815204,4.511427449164018,3266385.855928,76285449.342641,31382.791791960084,43909
2022,1,4.405577674842649,4.1837988766072645,4.638543604367026,3327271.928183492,75524078.19713064,31308.76072504397,43661
2022,2,4.10319053818891,3.889532664127545,4.32805643889806,3098775.74499722,75521127.18521173,31457.665386121582,43424
2022,3,4.133281155017623,3.916085199492272,4.361976475840489,3106974.94709979,75169697.64633742,30640.47796660098,43313
2022,4,4.018355749243473,3.8046246773950543,4.243563853364899,3036871.86232345,75574987.67736517,30777.041385351204,43500
2022,5,3.949582323109207,3.7390410928002016,4.171465144285824,2984978.59867395,75577070.04127218,31191.21490434257,43241
2022,6,3.9520356957609506,3.739590104772449,4.176026706301936,2987752.006303203,75600329.45825712,30638.84897740012,43449
2022,7,3.885220352589568,3.676421647989188,4.105372154163603,2941900.5337859504,75720300.69864947,31203.154738255816,43774
2022,8,3.809628190533317,3.605176362791119,4.025190451298908,2903618.13949354,76217887.79043701,31937.02184417022,44163
2022,9,3.882912147925466,3.6758549578233572,4.101136077667501,2933213.94292974,75541599.47957814,31725.5441320572,43651
2022,10,3.8786703713028365,3.6681124917421584,4.1008002291310675,2936883.07473868,75718810.66428927,30617.2303109179,43270
2022,11,3.6782986986579043,3.473359294623836,3.8948422739910504,2789581.12468182,75838896.00101402,30664.941941119105,43084
2022,12,3.72303237935811,3.517746162723386,3.9398093522055135,2814028.399752833,75584311.73886275,30937.736653354277,43332
2023,1,3.6158632558104427,3.414439376133062,3.8286984677538287,2733604.22191591,75600320.823062,31225.246798833297,43576
2023,2,3.4937124627469887,3.294361430528418,3.7046646553872615,2635356.89154652,75431419.14645223,30795.144501845403,43378
2023,3,3.450614094857586,3.2547221245295126,3.657850440987446,2609402.932811075,75621407.11996281,31521.480375999272,43504
2023,4,3.2526444888985915,3.061721325977364,3.4550489233067543,2465881.99079808,75811604.96372215,31278.066886708843,43522
2023,5,3.1743282186741344,2.9837407227839536,3.376665845885307,2405919.141937997,75793017.48900153,30613.499741092473,43305
2023,6,3.0958349548661057,2.910902820096045,3.2921176015809808,2351104.07840645,75944102.72779334,31744.580007268833,43887
2023,7,2.9824174972167437,2.799974366294121,3.176359938018364,2275610.9135403,76300883.95283186,31409.540549937905,43812
2023,8,2.9647105717793196,2.7827337515250528,3.1582011671295596,2268219.55985638,76507284.77333525,31381.89014560188,43982
2023,9,3.0334211412242524,2.8501260582116505,3.228112463238806,2315371.16456556,76328707.97594243,31659.26750264812,43707
2023,10,2.914535673368579,2.732448141980879,3.1083695613496416,2223706.6571567203,76297115.77990712,30793.260744975458,43234
2023,11,2.927786654735734,2.7454244087823896,3.1218733069113727,2233282.14519828,76278855.27744709,30842.235645009965,43453
2023,12,2.9912091243113723,2.8067337802624825,3.1874116637489367,2289044.3351942003,76525720.53855236,30793.3488965105,43552
